시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,a,실거래가
울산광역시 울주군,7**,답,제2종일반주거지역,25m미만,201901,16,4.79,400,지분,17,1916.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201901,16,16.5,735,지분,17,12127.5
울산광역시 울주군,2**,전,제1종일반주거지역,-,201901,16,16.0,833,지분,17,13328.0
울산광역시 남구 ,7**,대,제1종일반주거지역,-,201901,17,149.15,10000,지분,12,1491500.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201901,17,66.0,3332,지분,17,219912.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201901,17,83.0,4165,지분,17,345695.0
울산광역시 남구 ,7**,대,제1종일반주거지역,-,201901,18,337.0,37427, ,12,12612899.0
울산광역시 울주군,2**,대,제2종일반주거지역,8m미만,201901,18,198.0,4000, ,17,792000.0
울산광역시 북구 ,1***,대,제2종일반주거지역,12m미만,201901,18,310.7,47500, ,12,14758250.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201901,21,33.0,1666,지분,17,54978.0
울산광역시 울주군,3**,답,제1종일반주거지역,-,201901,21,982.0,16300, ,17,16006600.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201901,21,196.49,2880,지분,17,565891.2000000001
울산광역시 중구 ,3**,대,제2종일반주거지역,8m미만,201901,21,30.0,3500, ,11,105000.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201901,22,60.0,3000,지분,17,180000.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201901,24,33.0,1568,지분,17,51744.0
울산광역시 울주군,3**,전,제1종일반주거지역,8m미만,201901,24,1672.0,140000, ,17,234080000.0
울산광역시 북구 ,2*,대,제2종일반주거지역,25m미만,201901,24,526.0,165000, ,12,86790000.0
울산광역시 울주군,8**,전,제1종일반주거지역,8m미만,201901,24,202.13,6000,지분,17,1212780.0
울산광역시 남구 ,1***,도로,제3종일반주거지역,25m미만,201901,25,7.29,250,지분,12,1822.5
울산광역시 울주군,2**,전,제1종일반주거지역,-,201901,28,33.0,1666,지분,17,54978.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201901,28,33.0,2058,지분,17,67914.0
울산광역시 울주군,1**,전,제1종일반주거지역,8m미만,201901,28,3.0,70, ,17,210.0
울산광역시 북구 ,8**,대,제1종일반주거지역,-,201901,29,323.0,102242, ,12,33024166.0
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,530.8,108963, ,12,57837560.4
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,532.2,113683, ,12,60502092.6
울산광역시 북구 ,9**,주차장,제2종일반주거지역,-,201901,29,2494.3,127633, ,12,318354991.90000004
울산광역시 북구 ,1***,주차장,제1종일반주거지역,-,201901,29,2820.9,137632, ,12,388246108.8
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,218.3,27408, ,12,5983166.4
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,230.1,28477, ,12,6552557.7
울산광역시 울주군,1***,대,제2종일반주거지역,25m이상,201901,29,152.65,28644,지분,17,4372506.600000001
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,238.5,30368, ,12,7242768.0
울산광역시 동구 ,1**,대,제1종일반주거지역,12m미만,201901,29,171.0,30700, ,12,5249700.0
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,293.6,35637, ,12,10463023.200000001
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,293.7,35649, ,12,10470111.299999999
울산광역시 북구 ,9**,대,제1종일반주거지역,-,201901,29,198.4,35887, ,12,7119980.8
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,1385.1,369212, ,12,511395541.2
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,315.5,38671, ,12,12200700.5
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,236.0,39598, ,12,9345128.0
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,307.8,39925, ,12,12288915.0
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,246.4,41343, ,12,10186915.200000001
울산광역시 북구 ,9**,대,제1종일반주거지역,-,201901,29,230.2,41503, ,12,9553990.6
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,322.2,42943, ,12,13836234.6
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,387.7,44523, ,12,17261567.099999998
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,356.9,44809, ,12,15992332.1
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,335.1,45061, ,12,15099941.100000001
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,386.7,56141, ,12,21709724.7
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,477.5,56254, ,12,26861285.0
울산광역시 북구 ,9**,대,제1종일반주거지역,-,201901,29,347.2,60323, ,12,20944145.599999998
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,313.1,62595, ,12,19598494.5
울산광역시 북구 ,9**,대,제1종일반주거지역,-,201901,29,358.6,64864, ,12,23260230.400000002
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,470.5,67470, ,12,31744635.0
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,422.5,68377, ,12,28889282.5
울산광역시 북구 ,9**,대,제1종일반주거지역,-,201901,29,379.9,69620, ,12,26448638.0
울산광역시 북구 ,9**,대,제1종일반주거지역,-,201901,29,440.4,77039, ,12,33927975.6
울산광역시 동구 ,1**,대,제1종일반주거지역,-,201901,29,46.0,8300, ,12,381800.0
울산광역시 북구 ,9**,대,제1종일반주거지역,-,201901,29,487.2,82327, ,12,40109714.4
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,442.8,89052, ,12,39432225.6
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,444.5,89393, ,12,39735188.5
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201901,29,464.6,95373, ,12,44310295.800000004
울산광역시 울주군,9**,도로,제2종일반주거지역,8m미만,201901,30,10.0,206,지분,17,2060.0
울산광역시 울주군,7**,도로,제2종일반주거지역,8m미만,201901,30,10.0,230,지분,17,2300.0
울산광역시 울주군,8**,임야,제2종일반주거지역,8m미만,201901,30,10.0,290,지분,17,2900.0
울산광역시 울주군,7**,도로,제2종일반주거지역,8m미만,201901,30,10.0,302,지분,17,3020.0
울산광역시 울주군,8**,임야,제2종일반주거지역,-,201901,30,10.0,304,지분,17,3040.0
울산광역시 울주군,8**,도로,제2종일반주거지역,8m미만,201901,30,10.0,333,지분,17,3330.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201901,30,198.33,7000,지분,17,1388310.0
울산광역시 중구 ,1**,전,제3종일반주거지역,8m미만,201901,31,1.0,100,지분,12,100.0
울산광역시 중구 ,3**,공원,제1종일반주거지역,-,201901,31,1728.0,22464, ,12,38817792.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201902,1,330.0,2000, ,17,660000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201902,1,331.0,2100, ,17,695100.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201902,1,331.0,2200, ,17,728200.0
울산광역시 울주군,6**,전,제1종일반주거지역,-,201902,1,165.0,2500, ,17,412500.0
울산광역시 울주군,6**,전,제1종일반주거지역,-,201902,1,139.0,2520, ,17,350280.0
울산광역시 울주군,6**,전,제1종일반주거지역,-,201902,1,198.0,2600, ,17,514800.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201902,1,331.0,3000, ,17,993000.0
울산광역시 울주군,6**,전,제1종일반주거지역,-,201902,1,266.0,3080, ,17,819280.0
울산광역시 울주군,6**,전,제1종일반주거지역,8m미만,201902,1,330.0,3300, ,17,1089000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201902,1,330.0,4200, ,17,1386000.0
울산광역시 중구 ,1**,대,제1종일반주거지역,12m미만,201902,1,308.4,49300, ,12,15204119.999999998
울산광역시 울주군,1***,전,제1종일반주거지역,8m미만,201902,2,823.0,15000, ,17,12345000.0
울산광역시 울주군,1**,답,제2종일반주거지역,-,201902,4,217.0,16137, ,17,3501729.0
울산광역시 울주군,1**,답,제2종일반주거지역,-,201902,4,264.0,32006, ,17,8449584.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201902,7,46.25,1330,지분,17,61512.5
울산광역시 울주군,4**,전,제1종일반주거지역,-,201902,7,33.0,1568,지분,17,51744.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201902,7,34.2,1800,지분,17,61560.00000000001
울산광역시 울주군,1**,전,제1종일반주거지역,-,201902,7,315.0,11370, ,17,3581550.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201902,7,3.3,180,지분,17,594.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201902,7,38.0,600,지분,17,22800.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201902,8,20.0,1080,지분,17,21600.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201902,8,3.3,180,지분,17,594.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201902,8,6.6,360,지분,17,2376.0
울산광역시 울주군,2*,잡종지,제1종일반주거지역,12m미만,201902,8,63.0,4310, ,17,271530.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201902,8,13.0,720,지분,17,9360.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201902,11,34.58,1470,지분,17,50832.6
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201902,11,34.0,1470,지분,17,49980.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201902,11,33.0,1568,지분,17,51744.0
울산광역시 울주군,2**,답,제1종일반주거지역,-,201902,11,15.0,250, ,17,3750.0
울산광역시 울주군,2**,답,제1종일반주거지역,-,201902,11,24.0,350, ,17,8400.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201902,11,66.0,4116,지분,17,271656.0
울산광역시 울주군,6**,대,제2종일반주거지역,-,201902,11,8.53,600,지분,17,5118.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201902,11,265.0,8000,지분,17,2120000.0
울산광역시 중구 ,1**,대,제2종일반주거지역,8m미만,201902,11,104.0,9600, ,11,998400.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201902,12,20.0,1080,지분,17,21600.0
울산광역시 울주군,산1**,임야,제3종일반주거지역,-,201902,12,226.0,2735, ,17,618110.0
울산광역시 울주군,4**,임야,제1종일반주거지역,8m미만,201902,13,37.97,170,지분,17,6454.9
울산광역시 북구 ,2**,답,제2종일반주거지역,-,201902,14,356.0,37000,지분,12,13172000.0
울산광역시 울주군,5**,답,제1종일반주거지역,-,201902,14,17.0,881,지분,17,14977.0
울산광역시 울주군,5**,답,제1종일반주거지역,-,201902,14,176.0,9119, ,17,1604944.0
울산광역시 울주군,5**,대,제2종일반주거지역,12m미만,201902,15,193.8,8000, ,17,1550400.0
울산광역시 남구 ,6**,대,제2종일반주거지역,-,201902,15,156.0,94797, ,12,14788332.0
울산광역시 북구 ,2**,대,제2종일반주거지역,-,201902,17,82.5,12478,지분,12,1029435.0
울산광역시 북구 ,2**,전,제2종일반주거지역,-,201902,17,95.75,14482,지분,12,1386651.5
울산광역시 북구 ,2**,대,제2종일반주거지역,-,201902,17,113.25,17129,지분,12,1939859.25
울산광역시 북구 ,2**,답,제2종일반주거지역,-,201902,17,165.0,21226,지분,12,3502290.0
울산광역시 북구 ,2**,대,제2종일반주거지역,-,201902,17,191.5,24636,지분,12,4717794.0
울산광역시 북구 ,3**,전,제2종일반주거지역,8m미만,201902,17,169.9,25700,지분,12,4366430.0
울산광역시 북구 ,2**,대,제2종일반주거지역,-,201902,17,226.5,29138,지분,12,6599757.0
울산광역시 울주군,3**,답,제1종일반주거지역,8m미만,201902,18,129.0,1000, ,17,129000.0
울산광역시 울주군,4**,도로,제2종일반주거지역,8m미만,201902,18,20.0,1320, ,16,26400.0
울산광역시 울주군,3**,대,제2종일반주거지역,8m미만,201902,18,400.0,10000, ,16,4000000.0
울산광역시 울주군,3**,전,제2종일반주거지역,-,201902,18,1002.0,136300, ,16,136572600.0
울산광역시 울주군,4**,도로,제2종일반주거지역,8m미만,201902,18,33.0,2180, ,16,71940.0
울산광역시 울주군,5**,전,제1종일반주거지역,8m미만,201902,19,413.0,10000, ,17,4130000.0
울산광역시 울주군,4**,대,제1종일반주거지역,12m미만,201902,19,202.5,15000,지분,17,3037500.0
울산광역시 북구 ,2**,답,제2종일반주거지역,-,201902,19,1369.0,186355, ,12,255119995.0
울산광역시 남구 ,산1**,임야,제3종일반주거지역,8m미만,201902,19,12.78,470,지분,12,6006.599999999999
울산광역시 울주군,2**,전,제1종일반주거지역,8m미만,201902,19,178.73,5000,지분,17,893650.0
울산광역시 울주군,5**,답,제1종일반주거지역,-,201902,20,166.0,11000, ,17,1826000.0
울산광역시 남구 ,5**,대,제2종일반주거지역,12m미만,201902,20,170.0,22000, ,12,3740000.0
울산광역시 울주군,5**,답,제1종일반주거지역,-,201902,20,54.0,3520,지분,17,190080.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201902,21,33.0,1650,지분,17,54450.0
울산광역시 울주군,산9*,임야,제1종일반주거지역,12m미만,201902,21,992.0,10500,지분,17,10416000.0
울산광역시 울주군,1**,전,제2종일반주거지역,-,201902,21,252.0,13200, ,17,3326400.0
울산광역시 울주군,1**,대,제2종일반주거지역,8m미만,201902,21,37.0,2200,지분,17,81400.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201902,21,66.0,3200,지분,17,211200.0
울산광역시 남구 ,5**,도로,제2종일반주거지역,12m미만,201902,21,15.45,480,지분,11,7416.0
울산광역시 중구 ,3**,대,제1종전용주거지역,12m미만,201902,21,315.7,50000, ,12,15785000.0
울산광역시 북구 ,1*,전,제2종일반주거지역,-,201902,21,499.0,77000, ,12,38423000.0
울산광역시 북구 ,1**,도로,제1종일반주거지역,8m미만,201902,22,6.0,100, ,12,600.0
울산광역시 울주군,8*,과수원,제1종일반주거지역,-,201902,22,638.0,5790, ,17,3694020.0
울산광역시 북구 ,3**,답,제1종일반주거지역,25m미만,201902,23,1155.0,119000, ,12,137445000.0
울산광역시 중구 ,2**,대,제2종일반주거지역,8m미만,201902,23,137.2,42000, ,12,5762399.999999999
울산광역시 울주군,4**,전,제1종일반주거지역,-,201902,25,16.5,1029,지분,17,16978.5
울산광역시 남구 ,6*,도로,제2종일반주거지역,12m미만,201902,25,9.0,260, ,12,2340.0
울산광역시 울주군,3**,전,제2종일반주거지역,8m미만,201902,25,268.5,32400,지분,16,8699400.0
울산광역시 중구 ,8**,대,제1종전용주거지역,12m미만,201902,25,266.6,38100, ,12,10157460.0
울산광역시 북구 ,*,전,제2종일반주거지역,-,201902,25,179.67,43470,지분,12,7810254.899999999
울산광역시 북구 ,*,묘지,제2종일반주거지역,-,201902,25,324.0,49000, ,12,15876000.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201902,26,56.0,2832,지분,17,158592.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201902,26,79.0,3600,지분,17,284400.0
울산광역시 동구 ,1**,대,제2종일반주거지역,25m미만,201902,26,422.8,80000, ,12,33824000.0
울산광역시 북구 ,5**,전,제2종일반주거지역,8m미만,201902,28,6.0,1000, ,12,6000.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201902,28,16.0,1029,지분,17,16464.0
울산광역시 남구 ,4**,답,제2종일반주거지역,8m미만,201902,28,108.0,33000, ,12,3564000.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201902,28,8.0,333,지분,17,2664.0
울산광역시 남구 ,4**,답,제2종일반주거지역,8m미만,201902,28,110.0,49920, ,12,5491200.0
울산광역시 울주군,2**,전,제2종일반주거지역,25m미만,201902,28,77.67,5000,지분,17,388350.0
울산광역시 울주군,2**,대,제1종일반주거지역,8m미만,201902,28,40.0,5314, ,17,212560.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201902,28,132.0,6664,지분,17,879648.0
울산광역시 북구 ,6**,대,제1종일반주거지역,8m미만,201903,4,69.0,2000, ,12,138000.0
울산광역시 울주군,7**,대,제2종일반주거지역,25m이상,201903,4,114.5,36800,지분,17,4213600.0
울산광역시 울주군,1**,답,제2종일반주거지역,-,201903,4,39.0,5031, ,17,196209.0
울산광역시 울주군,2**,답,제2종일반주거지역,-,201903,4,128.0,9000, ,17,1152000.0
울산광역시 울주군,4**,전,제2종일반주거지역,8m미만,201903,5,645.0,32000, ,16,20640000.0
울산광역시 울주군,1**,도로,제2종일반주거지역,8m미만,201903,5,30.0,4540, ,17,136200.0
울산광역시 북구 ,5**,전,제2종일반주거지역,-,201903,5,4.61,447,지분,12,2060.67
울산광역시 울주군,4**,과수원,제2종일반주거지역,-,201903,5,992.0,51000, ,16,50592000.0
울산광역시 중구 ,2**,도로,제2종일반주거지역,8m미만,201903,6,9.8,2800,지분,12,27440.000000000004
울산광역시 울주군,1**,전,제1종일반주거지역,-,201903,6,206.0,3500, ,17,721000.0
울산광역시 울주군,2**,도로,제1종일반주거지역,8m미만,201903,7,50.0,1000, ,17,50000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201903,7,132.0,2400,지분,17,316800.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201903,7,165.0,3050,지분,17,503250.0
울산광역시 중구 ,2**,대,제2종일반주거지역,8m미만,201903,7,129.6,38320, ,12,4966272.0
울산광역시 북구 ,4**,전,제2종일반주거지역,12m미만,201903,7,802.0,80000, ,12,64160000.0
울산광역시 동구 ,5**,도로,제2종일반주거지역,8m미만,201903,8,18.15,475,지분,12,8621.25
울산광역시 울주군,1***,답,제1종일반주거지역,12m미만,201903,8,218.0,5500, ,17,1199000.0
울산광역시 남구 ,7**,대,제1종일반주거지역,-,201903,8,356.9,51000, ,12,18201900.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201903,11,33.0,1666,지분,17,54978.0
울산광역시 북구 ,*,답,제2종일반주거지역,-,201903,11,157.0,28870,지분,12,4532590.0
울산광역시 울주군,2**,답,제2종일반주거지역,-,201903,11,471.0,37500, ,17,17662500.0
울산광역시 울주군,1***,대,제2종일반주거지역,12m미만,201903,11,264.5,41500, ,17,10976750.0
울산광역시 북구 ,*,전,제2종일반주거지역,-,201903,11,259.5,47728,지분,12,12385416.0
울산광역시 남구 ,6**,대,제2종일반주거지역,12m미만,201903,11,189.5,51765, ,11,9809467.5
울산광역시 북구 ,*,답,제2종일반주거지역,-,201903,11,314.0,57740,지분,12,18130360.0
울산광역시 남구 ,6**,도로,제2종일반주거지역,12m미만,201903,11,20.0,735, ,11,14700.0
울산광역시 북구 ,*,전,제2종일반주거지역,-,201903,11,519.0,95440,지분,12,49533360.0
울산광역시 남구 ,7**,대,제1종일반주거지역,-,201903,12,870.4,105000, ,12,91392000.0
울산광역시 북구 ,4**,전,제2종일반주거지역,25m미만,201903,12,81.0,14142,지분,12,1145502.0
울산광역시 울주군,산9*,임야,제1종일반주거지역,12m미만,201903,12,992.0,17500,지분,17,17360000.0
울산광역시 울주군,1**,대,제2종일반주거지역,12m미만,201903,12,289.2,42000, ,17,12146400.0
울산광역시 북구 ,4**,전,제2종일반주거지역,25m미만,201903,12,33.0,5759,지분,12,190047.0
울산광역시 북구 ,4**,답,제1종일반주거지역,8m미만,201903,12,35.0,6100,지분,12,213500.0
울산광역시 북구 ,1*,전,제2종일반주거지역,-,201903,13,778.0,111000, ,12,86358000.0
울산광역시 북구 ,4**,대,제1종일반주거지역,8m미만,201903,15,76.0,9200, ,12,699200.0
울산광역시 북구 ,9**,대,제2종일반주거지역,8m미만,201903,16,516.0,46000, ,12,23736000.0
울산광역시 울주군,9**,잡종지,제2종일반주거지역,8m미만,201903,17,43.0,3000, ,17,129000.0
울산광역시 북구 ,6**,도로,제2종일반주거지역,8m미만,201903,18,13.0,1000, ,12,13000.0
울산광역시 울주군,1**,전,제1종일반주거지역,8m미만,201903,18,33.0,1666,지분,17,54978.0
울산광역시 중구 ,3**,대,제2종일반주거지역,8m미만,201903,18,19.0,1919, ,12,36461.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201903,18,7.0,333,지분,17,2331.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201903,18,66.0,4116,지분,17,271656.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201903,18,99.0,4998,지분,17,494802.0
울산광역시 울주군,1***,도로,제2종일반주거지역,8m미만,201903,19,1.0,26, ,17,26.0
울산광역시 울주군,2**,도로,제2종일반주거지역,8m미만,201903,19,1.0,34, ,17,34.0
울산광역시 울주군,3**,도로,제2종일반주거지역,8m미만,201903,19,10.0,698, ,17,6980.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201903,19,165.0,8100, ,17,1336500.0
울산광역시 동구 ,2**,대,제2종일반주거지역,8m미만,201903,20,53.0,10000, ,12,530000.0
울산광역시 북구 ,3*,대,제2종일반주거지역,25m미만,201903,20,752.3,179330, ,12,134909959.0
울산광역시 북구 ,9**,대,제2종일반주거지역,-,201903,20,321.6,60000, ,12,19296000.0
울산광역시 울주군,5**,답,제1종일반주거지역,8m미만,201903,21,299.0,18000, ,17,5382000.0
울산광역시 남구 ,2**,대,제2종일반주거지역,8m미만,201903,21,188.0,49000, ,12,9212000.0
울산광역시 북구 ,4*,답,제2종일반주거지역,8m미만,201903,21,87.0,7700, ,12,669900.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201903,22,33.0,1666,지분,17,54978.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201903,22,66.0,3200,지분,17,211200.0
울산광역시 울주군,1**,답,제2종일반주거지역,12m미만,201903,24,397.0,49700, ,17,19730900.0
울산광역시 울주군,1**,전,제2종일반주거지역,12m미만,201903,24,56.0,7100, ,17,397600.0
울산광역시 울주군,6**,답,제2종일반주거지역,8m미만,201903,25,366.4,15879,지분,17,5818065.6
울산광역시 울주군,9**,답,제1종일반주거지역,-,201903,25,83.0,4900,지분,17,406700.0
울산광역시 울주군,4**,답,제2종일반주거지역,-,201903,25,1307.6,56667,지분,17,74097769.19999999
울산광역시 울주군,산9*,임야,제1종일반주거지역,12m미만,201903,25,330.25,6500,지분,17,2146625.0
울산광역시 울주군,4**,답,제2종일반주거지역,-,201903,25,172.0,7454,지분,17,1282088.0
울산광역시 북구 ,2**,전,제2종일반주거지역,8m미만,201903,25,207.0,8800, ,12,1821600.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,67.0,1340,지분,17,89780.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,138.0,3089, ,17,426282.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,165.0,3694, ,17,609510.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,211.0,4723, ,17,996553.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201903,26,212.0,4745, ,17,1005940.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,297.0,6648, ,17,1974456.0
울산광역시 울주군,1**,유지,제1종일반주거지역,-,201903,26,33.0,660,지분,17,21780.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,331.0,7407, ,17,2451717.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,331.0,7407, ,17,2451717.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,26,331.0,7407, ,17,2451717.0
울산광역시 남구 ,4**,도로,제2종일반주거지역,8m미만,201903,26,8.0,700,지분,12,5600.0
울산광역시 남구 ,1***,대,제2종일반주거지역,8m미만,201903,27,6.0,1000, ,12,6000.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201903,27,33.0,1660,지분,17,54780.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201903,27,66.0,3000,지분,17,198000.0
울산광역시 남구 ,1***,도로,제2종일반주거지역,8m미만,201903,27,20.0,3500, ,12,70000.0
울산광역시 남구 ,1***,대,제2종일반주거지역,8m미만,201903,27,3.0,500, ,12,1500.0
울산광역시 울주군,2**,도로,제1종일반주거지역,8m미만,201903,28,37.0,120, ,17,4440.0
울산광역시 울주군,7**,대,제1종일반주거지역,8m미만,201903,28,453.0,26000, ,17,11778000.0
울산광역시 울주군,7**,임야,제1종일반주거지역,12m미만,201903,28,652.0,37000, ,17,24124000.0
울산광역시 울주군,7**,전,제1종일반주거지역,8m미만,201903,28,995.0,57000, ,17,56715000.0
울산광역시 울주군,3**,대,제1종일반주거지역,8m미만,201903,29,24.0,2100, ,17,50400.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,29,66.0,3720,지분,17,245520.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,29,99.0,5510,지분,17,545490.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201903,29,165.0,9300, ,17,1534500.0
울산광역시 중구 ,2**,도로,제2종일반주거지역,8m미만,201904,1,26.0,2000, ,12,52000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201904,1,165.0,2917,지분,17,481305.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201904,1,33.0,583,지분,17,19239.0
울산광역시 울주군,4**,전,제2종일반주거지역,8m미만,201904,1,58.0,7200, ,17,417600.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201904,2,33.0,1666,지분,17,54978.0
울산광역시 울주군,2**,임야,제1종일반주거지역,8m미만,201904,2,66.0,2860,지분,17,188760.0
울산광역시 북구 ,1**,전,제3종일반주거지역,-,201904,2,449.0,36000, ,12,16164000.0
울산광역시 북구 ,2**,전,제2종일반주거지역,-,201904,2,279.0,36000, ,12,10044000.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201904,2,165.0,5389, ,17,889185.0
울산광역시 울주군,4**,전,제1종일반주거지역,8m미만,201904,2,165.0,6717, ,17,1108305.0
울산광역시 울주군,4**,전,제1종일반주거지역,8m미만,201904,2,165.0,6717, ,17,1108305.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201904,2,243.0,7936, ,17,1928448.0
울산광역시 울주군,산6*,임야,제1종일반주거지역,-,201904,2,17.0,735,지분,17,12495.0
울산광역시 남구 ,4**,답,제2종일반주거지역,8m미만,201904,5,7.67,1075,지분,12,8245.25
울산광역시 중구 ,3**,전,제2종일반주거지역,12m미만,201904,5,99.0,17000, ,12,1683000.0
