시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,a,실거래가
울산광역시 울주군,2**,과수원,제2종일반주거지역,-,201907,8,3.33,96,지분,17,319.68
울산광역시 울주군,3**,대,제1종일반주거지역,8m미만,201907,9,142.0,12916, ,17,1834072.0
울산광역시 울주군,3**,대,제1종일반주거지역,8m미만,201907,9,145.0,13189, ,17,1912405.0
울산광역시 울주군,3**,대,제1종일반주거지역,8m미만,201907,9,89.0,8095, ,17,720455.0
울산광역시 중구 ,5**,답,제2종일반주거지역,12m미만,201907,10,24.0,10248, ,12,245952.0
울산광역시 남구 ,4**,대,제2종일반주거지역,8m미만,201907,10,12.0,3600, ,12,43200.0
울산광역시 중구 ,9**,대,제1종전용주거지역,12m미만,201907,10,317.0,37000, ,12,11729000.0
울산광역시 북구 ,7**,대,제2종일반주거지역,-,201907,10,656.0,63000, ,12,41328000.0
울산광역시 중구 ,4*,대,제2종일반주거지역,8m미만,201907,11,39.62,2179,지분,12,86331.98
울산광역시 울주군,8**,전,제2종일반주거지역,12m미만,201907,12,210.0,10800, ,17,2268000.0
울산광역시 울주군,1**,답,제2종일반주거지역,8m미만,201907,12,828.0,151400, ,17,125359200.0
울산광역시 울주군,6**,전,제1종일반주거지역,-,201907,12,165.0,3500, ,17,577500.0
울산광역시 울주군,6**,전,제1종일반주거지역,-,201907,12,198.0,4200, ,17,831600.0
울산광역시 울주군,1**,전,제2종일반주거지역,8m미만,201907,12,375.0,68600, ,17,25725000.0
울산광역시 울주군,6**,전,제1종일반주거지역,8m미만,201907,12,330.0,7000, ,17,2310000.0
울산광역시 울주군,산4*,임야,제1종일반주거지역,-,201907,15,165.0,1750, ,17,288750.0
울산광역시 울주군,산4*,임야,제1종일반주거지역,-,201907,15,165.0,1750, ,17,288750.0
울산광역시 울주군,산4*,임야,제1종일반주거지역,-,201907,15,165.0,1750, ,17,288750.0
울산광역시 울주군,산4*,임야,제1종일반주거지역,-,201907,15,165.0,1750, ,17,288750.0
울산광역시 동구 ,6**,대,제2종일반주거지역,12m미만,201907,16,100.0,15000, ,12,1500000.0
울산광역시 동구 ,6**,대,제2종일반주거지역,12m미만,201907,16,110.0,16000, ,12,1760000.0
울산광역시 울주군,1***,대,제2종일반주거지역,12m미만,201907,16,332.0,40000, ,17,13280000.0
울산광역시 중구 ,1**,도로,제3종일반주거지역,25m이상,201907,17,44.0,12571, ,12,553124.0
울산광역시 중구 ,1**,도로,제3종일반주거지역,-,201907,17,1.0,273, ,12,273.0
울산광역시 울주군,6**,답,제1종일반주거지역,12m미만,201907,17,328.0,8625, ,17,2829000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,19,331.0,11214, ,17,3711834.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,19,331.0,11214, ,17,3711834.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201907,19,600.0,11300, ,17,6780000.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201907,19,102.0,2000, ,17,204000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,19,165.0,5590, ,17,922350.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,19,198.0,6708, ,17,1328184.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,19,198.0,6708, ,17,1328184.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,19,198.0,6708, ,17,1328184.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,19,232.0,7860, ,17,1823520.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201907,22,33.0,1470,지분,17,48510.0
울산광역시 북구 ,2**,답,제2종일반주거지역,-,201907,22,659.0,110000, ,12,72490000.0
울산광역시 남구 ,9**,대,제3종일반주거지역,8m미만,201907,22,91.0,16300, ,12,1483300.0
울산광역시 북구 ,5**,전,제2종일반주거지역,8m미만,201907,22,3.12,200,지분,12,624.0
울산광역시 북구 ,5**,전,제2종일반주거지역,8m미만,201907,22,1.56,50,지분,12,78.0
울산광역시 북구 ,2**,답,제2종일반주거지역,-,201907,22,45.7,7250,지분,12,331325.0
울산광역시 북구 ,2**,답,제2종일반주거지역,-,201907,22,49.3,7750,지분,12,382075.0
울산광역시 북구 ,5**,전,제2종일반주거지역,8m미만,201907,22,4.62,750,지분,12,3465.0
울산광역시 남구 ,4**,도로,제2종일반주거지역,8m미만,201907,23,23.0,560, ,12,12880.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201907,23,334.0,6400,지분,17,2137600.0
울산광역시 중구 ,1**,대,제2종일반주거지역,8m미만,201907,25,16.0,1509, ,11,24144.0
울산광역시 중구 ,4**,대,제3종일반주거지역,-,201907,25,5.0,1567, ,12,7835.0
울산광역시 북구 ,2**,전,제1종일반주거지역,25m미만,201907,25,1362.0,100000, ,12,136200000.0
울산광역시 북구 ,2**,전,제1종일반주거지역,-,201907,25,1709.0,82700, ,12,141334300.0
울산광역시 울주군,6**,답,제1종일반주거지역,8m미만,201907,26,334.0,12800, ,17,4275200.0
울산광역시 울주군,6**,답,제1종일반주거지역,8m미만,201907,26,165.0,6300, ,17,1039500.0
울산광역시 울주군,6**,답,제1종일반주거지역,8m미만,201907,26,232.0,8900, ,17,2064800.0
울산광역시 울주군,5**,전,제2종일반주거지역,-,201907,27,123.0,17000, ,17,2091000.0
울산광역시 울주군,5**,전,제2종일반주거지역,-,201907,27,121.0,17000, ,17,2057000.0
울산광역시 남구 ,9**,도로,제2종일반주거지역,8m미만,201907,28,5.0,210, ,12,1050.0
울산광역시 울주군,3*,대,제2종일반주거지역,8m미만,201907,29,6.52,1000,지분,17,6520.0
울산광역시 울주군,3*,대,제2종일반주거지역,12m미만,201907,29,14.0,1236, ,17,17304.0
울산광역시 울주군,3*,전,제2종일반주거지역,8m미만,201907,29,8.0,658,지분,17,5264.0
울산광역시 중구 ,4**,답,제2종일반주거지역,12m미만,201907,31,2.0,236, ,12,472.0
울산광역시 중구 ,4**,답,제2종일반주거지역,8m미만,201907,31,6.0,708, ,12,4248.0
울산광역시 중구 ,4**,답,제2종일반주거지역,12m미만,201907,31,73.0,8616, ,12,628968.0
울산광역시 울주군,6**,도로,제2종일반주거지역,8m미만,201908,1,166.5,2000,지분,17,333000.0
울산광역시 중구 ,1**,전,제3종일반주거지역,8m미만,201908,1,41.0,3000, ,12,123000.0
울산광역시 북구 ,8**,답,제2종일반주거지역,-,201908,2,503.0,48750,지분,12,24521250.0
울산광역시 울주군,4**,대,제1종일반주거지역,8m미만,201908,5,8.5,500,지분,17,4250.0
울산광역시 남구 ,4**,대,제2종일반주거지역,-,201908,5,1.67,731,지분,12,1220.77
울산광역시 남구 ,4**,대,제2종일반주거지역,8m미만,201908,5,1.67,869,지분,12,1451.23
울산광역시 중구 ,4**,대,제3종일반주거지역,12m미만,201908,5,3.0,960, ,12,2880.0
울산광역시 울주군,2**,대,제2종일반주거지역,8m미만,201908,6,83.0,12061, ,17,1001063.0
울산광역시 울주군,6**,전,제1종일반주거지역,-,201908,6,506.0,12240, ,17,6193440.0
울산광역시 북구 ,5**,대,제2종일반주거지역,8m미만,201908,6,90.0,15000, ,12,1350000.0
울산광역시 북구 ,5**,대,제2종일반주거지역,-,201908,6,124.0,3500, ,12,434000.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201908,7,33.0,1000,지분,17,33000.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201908,7,998.0,31680, ,17,31616640.0
울산광역시 동구 ,8**,대,제2종일반주거지역,12m미만,201908,7,159.4,34000, ,12,5419600.0
울산광역시 동구 ,8**,대,제2종일반주거지역,25m미만,201908,7,159.3,34000, ,12,5416200.0
울산광역시 중구 ,1**,전,제2종일반주거지역,8m미만,201908,7,4.14,348,지분,12,1440.7199999999998
울산광역시 중구 ,1**,전,제2종일반주거지역,8m미만,201908,7,6.58,552,지분,12,3632.16
울산광역시 울주군,1**,임야,제2종일반주거지역,-,201908,8,321.0,15550, ,17,4991550.0
울산광역시 울주군,8**,도로,제2종일반주거지역,8m미만,201908,8,30.0,2000, ,17,60000.0
울산광역시 남구 ,1**,대,제2종일반주거지역,12m미만,201908,8,1028.0,281000, ,12,288868000.0
울산광역시 남구 ,1**,도로,제2종일반주거지역,12m미만,201908,8,95.0,4000, ,12,380000.0
울산광역시 중구 ,1**,도로,제2종일반주거지역,12m미만,201908,9,54.2,2000, ,12,108400.0
울산광역시 남구 ,4**,잡종지,제2종일반주거지역,8m미만,201908,9,17.88,3000,지분,12,53640.0
울산광역시 중구 ,1**,임야,제2종일반주거지역,8m미만,201908,9,74.0,5200, ,12,384800.0
울산광역시 울주군,산8*,임야,제1종일반주거지역,-,201908,10,330.0,3300,지분,17,1089000.0
울산광역시 중구 ,3**,대,제2종일반주거지역,-,201908,13,9.2,2190,지분,12,20148.0
울산광역시 중구 ,3**,대,제2종일반주거지역,8m미만,201908,13,11.8,2810,지분,12,33158.0
울산광역시 동구 ,산1**,임야,제3종일반주거지역,-,201908,14,124.67,15000,지분,12,1870050.0
울산광역시 동구 ,산1**,임야,제3종일반주거지역,-,201908,14,1064.93,70000,지분,12,74545100.0
울산광역시 울주군,1***,대,제2종일반주거지역,25m미만,201908,15,271.6,53400, ,17,14503440.000000002
울산광역시 북구 ,8*,답,제1종일반주거지역,25m미만,201908,16,349.75,15000,지분,12,5246250.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201908,20,331.0,19000, ,17,6289000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201908,20,331.0,19000, ,17,6289000.0
울산광역시 울주군,산*,임야,제1종일반주거지역,-,201908,20,330.0,2450, ,17,808500.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,12m미만,201908,22,661.0,10400,지분,17,6874400.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201908,23,330.0,5290,지분,17,1745700.0
울산광역시 울주군,산7*,임야,제1종일반주거지역,-,201908,24,495.0,6000,지분,17,2970000.0
울산광역시 울주군,1**,종교용지,제1종일반주거지역,-,201908,26,75.0,1100, ,17,82500.0
울산광역시 울주군,3**,대,제1종일반주거지역,8m미만,201908,27,17.2,400,지분,17,6880.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201908,27,495.0,7500,지분,17,3712500.0
울산광역시 동구 ,7**,대,제1종일반주거지역,8m미만,201908,28,126.0,14616, ,12,1841616.0
울산광역시 남구 ,2**,잡종지,제1종일반주거지역,25m이상,201908,28,268.0,28944, ,12,7756992.0
울산광역시 북구 ,1***,대,제1종일반주거지역,12m미만,201908,28,275.3,33750, ,12,9291375.0
울산광역시 북구 ,1***,대,제1종일반주거지역,12m미만,201908,28,275.3,33750, ,12,9291375.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201908,30,66.0,4000,지분,17,264000.0
울산광역시 동구 ,2**,대,제3종일반주거지역,8m미만,201908,30,9.0,948, ,12,8532.0
